1,Coding,120,minutes,Build app and test
2,Coding,120,minutes,Build app and test
3,Coding,120,minutes,Build app and test
4,Coding,120,minutes,Build app and test
5,Coding,120,minutes,Build app and test
6,Coding,360,minutes,"Watch MIT course, then work on app"
7,Coding,120,minutes,Build app and test
8,Coding,120,minutes,Build app and test
9,Coding,120,minutes,Build app and test
10,Coding,120,minutes,Build app and test
11,Coding,120,minutes,Build app and test
12,Coding,120,minutes,Build app and test
13,Coding,360,minutes,"Watch MIT course, then work on app"
14,Coding,120,minutes,Build app and test
15,Coding,120,minutes,Build app and test
16,Coding,120,minutes,Build app and test
17,Coding,120,minutes,Build app and test
18,Coding,120,minutes,Build app and test
19,Coding,120,minutes,Build app and test
20,Coding,360,minutes,"Watch MIT course, then work on app"
21,Coding,120,minutes,Build app and test
22,Coding,120,minutes,Build app and test
23,Coding,120,minutes,Build app and test
24,Coding,120,minutes,Build app and test
25,Coding,120,minutes,Build app and test
26,Coding,120,minutes,Build app and test
27,Coding,360,minutes,"Watch MIT course, then work on app"
28,Coding,120,minutes,Build app and test
29,Coding,120,minutes,Build app and test
30,Coding,120,minutes,Build app and test
31,Coding,120,minutes,Build app and test
32,Coding,120,minutes,Build app and test
33,Coding,120,minutes,Build app and test
34,Coding,360,minutes,"Watch MIT course, then work on app"
35,Coding,120,minutes,Build app and test
36,Coding,120,minutes,Build app and test
37,Coding,120,minutes,Build app and test
38,Coding,120,minutes,Build app and test
39,Coding,120,minutes,Build app and test
40,Coding,120,minutes,Build app and test
41,Coding,360,minutes,"Watch MIT course, then work on app"
42,Coding,120,minutes,Build app and test
43,Coding,120,minutes,Build app and test
44,Coding,120,minutes,Build app and test
45,Coding,120,minutes,Build app and test
46,Coding,120,minutes,Build app and test
47,Coding,120,minutes,Build app and test
48,Coding,360,minutes,"Watch MIT course, then work on app"
49,Coding,120,minutes,Build app and test
50,Coding,120,minutes,Build app and test
51,Coding,120,minutes,Build app and test
52,Coding,120,minutes,Build app and test
53,Coding,120,minutes,Build app and test
54,Coding,120,minutes,Build app and test
55,Coding,360,minutes,"Watch MIT course, then work on app"
56,Coding,120,minutes,Build app and test
57,Coding,120,minutes,Build app and test
58,Coding,120,minutes,Build app and test
59,Coding,120,minutes,Build app and test
60,Coding,120,minutes,Build app and test
61,Coding,120,minutes,Build app and test
62,Coding,360,minutes,"Watch MIT course, then work on app"
63,Coding,120,minutes,Build app and test
64,Coding,120,minutes,Build app and test
65,Coding,120,minutes,Build app and test
66,Coding,120,minutes,Build app and test
67,Coding,120,minutes,Build app and test
68,Coding,120,minutes,Build app and test
69,Coding,360,minutes,"Watch MIT course, then work on app"
70,Coding,120,minutes,Build app and test
71,Coding,120,minutes,Build app and test
72,Coding,120,minutes,Build app and test
73,Coding,120,minutes,Build app and test
74,Coding,120,minutes,Build app and test
75,Coding,120,minutes,Build app and test
76,Coding,360,minutes,"Watch MIT course, then work on app"
77,Coding,120,minutes,Build app and test
78,Coding,120,minutes,Build app and test
79,Coding,120,minutes,Build app and test
80,Coding,120,minutes,Build app and test
81,Coding,120,minutes,Build app and test
82,Coding,120,minutes,Build app and test
83,Coding,360,minutes,"Watch MIT course, then work on app"
84,Coding,120,minutes,Build app and test
85,Coding,120,minutes,Build app and test
86,Coding,120,minutes,Build app and test
87,Coding,120,minutes,Build app and test
88,Coding,120,minutes,Build app and test
89,Coding,120,minutes,Build app and test
90,Coding,360,minutes,"Watch MIT course, then work on app"
91,Coding,120,minutes,Build app and test
1,Working Out,30,minutes,Pull-ups and pushups
2,Working Out,45,minutes,Run intervals
3,Working Out,30,minutes,Pull-ups and pushups
4,Working Out,45,minutes,Easy run
5,Working Out,30,minutes,Pull-ups and pushups
6,Working Out,45,minutes,Short easy run
7,Working Out,60,minutes,Long Run
8,Working Out,30,minutes,Pull-ups and pushups
9,Working Out,45,minutes,Run intervals
10,Working Out,30,minutes,Pull-ups and pushups
11,Working Out,45,minutes,Easy run
12,Working Out,30,minutes,Pull-ups and pushups
13,Working Out,45,minutes,Parkrun - 5km test
14,Working Out,60,minutes,Long Run
15,Working Out,30,minutes,Pull-ups and pushups
16,Working Out,45,minutes,Run intervals
17,Working Out,30,minutes,Pull-ups and pushups
18,Working Out,45,minutes,Easy run
19,Working Out,30,minutes,Pull-ups and pushups
20,Working Out,45,minutes,Short easy run
21,Working Out,60,minutes,Long Run
22,Working Out,30,minutes,Pull-ups and pushups
23,Working Out,45,minutes,Easy run
24,Working Out,30,minutes,Pull-ups and pushups
25,Working Out,45,minutes,Easy run
26,Working Out,30,minutes,Pull-ups and pushups
27,Working Out,45,minutes,Rest
28,Working Out,60,minutes,Long Run
29,Working Out,30,minutes,Pull-ups and pushups
30,Working Out,45,minutes,Run intervals
31,Working Out,30,minutes,Pull-ups and pushups
32,Working Out,45,minutes,Easy run
33,Working Out,30,minutes,Pull-ups and pushups
34,Working Out,45,minutes,Short easy run
35,Working Out,60,minutes,Long Run
36,Working Out,30,minutes,Pull-ups and pushups
37,Working Out,45,minutes,Run intervals
38,Working Out,30,minutes,Pull-ups and pushups
39,Working Out,45,minutes,Easy run
40,Working Out,30,minutes,Pull-ups and pushups
41,Working Out,45,minutes,Parkrun - 5km test
42,Working Out,60,minutes,Long Run
43,Working Out,30,minutes,Pull-ups and pushups
44,Working Out,45,minutes,Run intervals
45,Working Out,30,minutes,Pull-ups and pushups
46,Working Out,45,minutes,Easy run
47,Working Out,30,minutes,Pull-ups and pushups
48,Working Out,45,minutes,Short easy run
49,Working Out,60,minutes,Long Run
50,Working Out,30,minutes,Pull-ups and pushups
51,Working Out,45,minutes,Easy run
52,Working Out,30,minutes,Pull-ups and pushups
53,Working Out,45,minutes,Easy run
54,Working Out,30,minutes,Pull-ups and pushups
55,Working Out,45,minutes,Rest
56,Working Out,60,minutes,Long Run
57,Working Out,30,minutes,Pull-ups and pushups
58,Working Out,45,minutes,Run intervals
59,Working Out,30,minutes,Pull-ups and pushups
60,Working Out,45,minutes,Easy run
61,Working Out,30,minutes,Pull-ups and pushups
62,Working Out,45,minutes,Short easy run
63,Working Out,60,minutes,Long Run
64,Working Out,30,minutes,Pull-ups and pushups
65,Working Out,45,minutes,Run intervals
66,Working Out,30,minutes,Pull-ups and pushups
67,Working Out,45,minutes,Easy run
68,Working Out,30,minutes,Pull-ups and pushups
69,Working Out,45,minutes,Parkrun - 5km test
70,Working Out,60,minutes,Long Run
71,Working Out,30,minutes,Pull-ups and pushups
72,Working Out,45,minutes,Run intervals
73,Working Out,30,minutes,Pull-ups and pushups
74,Working Out,45,minutes,Easy run
75,Working Out,30,minutes,Pull-ups and pushups
76,Working Out,45,minutes,Short easy run
77,Working Out,60,minutes,Long Run
78,Working Out,30,minutes,Pull-ups and pushups
79,Working Out,45,minutes,Easy run
80,Working Out,30,minutes,Pull-ups and pushups
81,Working Out,45,minutes,Easy run
82,Working Out,30,minutes,Pull-ups and pushups
83,Working Out,45,minutes,Rest
84,Working Out,60,minutes,Long Run
85,Working Out,30,minutes,Pull-ups and pushups
86,Working Out,45,minutes,Run intervals
87,Working Out,30,minutes,Pull-ups and pushups
88,Working Out,45,minutes,Easy run
89,Working Out,30,minutes,Pull-ups and pushups
90,Working Out,45,minutes,Parkrun - 5km test
91,Working Out,60,minutes,Long Run
1,Meditating,12,minutes,Use protocol 1
2,Meditating,12,minutes,Use protocol 2
3,Meditating,12,minutes,Use protocol 3
4,Meditating,12,minutes,Use protocol 1
5,Meditating,12,minutes,Use protocol 2
6,Meditating,12,minutes,Use protocol 3
7,Meditating,12,minutes,Use protocol 1
8,Meditating,12,minutes,Use protocol 2
9,Meditating,12,minutes,Use protocol 3
10,Meditating,12,minutes,Use protocol 1
11,Meditating,12,minutes,Use protocol 2
12,Meditating,12,minutes,Use protocol 3
13,Meditating,12,minutes,Use protocol 1
14,Meditating,12,minutes,Use protocol 2
15,Meditating,12,minutes,Use protocol 3
16,Meditating,12,minutes,Use protocol 1
17,Meditating,12,minutes,Use protocol 2
18,Meditating,12,minutes,Use protocol 3
19,Meditating,12,minutes,Use protocol 1
20,Meditating,12,minutes,Use protocol 2
21,Meditating,12,minutes,Use protocol 3
22,Meditating,12,minutes,Use protocol 1
23,Meditating,12,minutes,Use protocol 2
24,Meditating,12,minutes,Use protocol 3
25,Meditating,12,minutes,Use protocol 1
26,Meditating,12,minutes,Use protocol 2
27,Meditating,12,minutes,Use protocol 3
28,Meditating,12,minutes,Use protocol 1
29,Meditating,12,minutes,Use protocol 2
30,Meditating,12,minutes,Use protocol 3
31,Meditating,12,minutes,Use protocol 1
32,Meditating,12,minutes,Use protocol 2
33,Meditating,12,minutes,Use protocol 3
34,Meditating,12,minutes,Use protocol 1
35,Meditating,12,minutes,Use protocol 2
36,Meditating,12,minutes,Use protocol 3
37,Meditating,12,minutes,Use protocol 1
38,Meditating,12,minutes,Use protocol 2
39,Meditating,12,minutes,Use protocol 3
40,Meditating,12,minutes,Use protocol 1
41,Meditating,12,minutes,Use protocol 2
42,Meditating,12,minutes,Use protocol 3
43,Meditating,12,minutes,Use protocol 1
44,Meditating,12,minutes,Use protocol 2
45,Meditating,12,minutes,Use protocol 3
46,Meditating,12,minutes,Use protocol 1
47,Meditating,12,minutes,Use protocol 2
48,Meditating,12,minutes,Use protocol 3
49,Meditating,12,minutes,Use protocol 1
50,Meditating,12,minutes,Use protocol 2
51,Meditating,12,minutes,Use protocol 3
52,Meditating,12,minutes,Use protocol 1
53,Meditating,12,minutes,Use protocol 2
54,Meditating,12,minutes,Use protocol 3
55,Meditating,12,minutes,Use protocol 1
56,Meditating,12,minutes,Use protocol 2
57,Meditating,12,minutes,Use protocol 3
58,Meditating,12,minutes,Use protocol 1
59,Meditating,12,minutes,Use protocol 2
60,Meditating,12,minutes,Use protocol 3
61,Meditating,12,minutes,Use protocol 1
62,Meditating,12,minutes,Use protocol 2
63,Meditating,12,minutes,Use protocol 3
64,Meditating,12,minutes,Use protocol 1
65,Meditating,12,minutes,Use protocol 2
66,Meditating,12,minutes,Use protocol 3
67,Meditating,12,minutes,Use protocol 1
68,Meditating,12,minutes,Use protocol 2
69,Meditating,12,minutes,Use protocol 3
70,Meditating,12,minutes,Use protocol 1
71,Meditating,12,minutes,Use protocol 2
72,Meditating,12,minutes,Use protocol 3
73,Meditating,12,minutes,Use protocol 1
74,Meditating,12,minutes,Use protocol 2
75,Meditating,12,minutes,Use protocol 3
76,Meditating,12,minutes,Use protocol 1
77,Meditating,12,minutes,Use protocol 2
78,Meditating,12,minutes,Use protocol 3
79,Meditating,12,minutes,Use protocol 1
80,Meditating,12,minutes,Use protocol 2
81,Meditating,12,minutes,Use protocol 3
82,Meditating,12,minutes,Use protocol 1
83,Meditating,12,minutes,Use protocol 2
84,Meditating,12,minutes,Use protocol 3
85,Meditating,12,minutes,Use protocol 1
86,Meditating,12,minutes,Use protocol 2
87,Meditating,12,minutes,Use protocol 3
88,Meditating,12,minutes,Use protocol 1
89,Meditating,12,minutes,Use protocol 2
90,Meditating,12,minutes,Use protocol 3
91,Meditating,12,minutes,Use protocol 1
